Institusi,Halaman Terdeface,Attacker,H,M,R,Lokasi,Kejadian,Arsip,OS
,"pn-bandaaceh.go.id/irev.txt
							",./Ikari404,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-30,www.zone-h.org/mirror/id/34252793,
,"sipp.pn-bengkalis.go.id/read.txt
							",Mr.L3RB1,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-29,www.zone-h.org/mirror/id/34233321,
,"www.email.pn-rengat.go.id/read...
							",Mr.L3RB1,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-29,www.zone-h.org/mirror/id/34233295,
,"sipp.pn-rengat.go.id/read.txt
							",Mr.L3RB1,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-29,www.zone-h.org/mirror/id/34233294,
,"penyitaan.pn-rengat.go.id/read...
							",Mr.L3RB1,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-29,www.zone-h.org/mirror/id/34233293,
,"esurvey.pn-rengat.go.id/read.txt
							",Mr.L3RB1,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-29,www.zone-h.org/mirror/id/34233292,
,"ecsirengat.pn-rengat.go.id/rea...
							",Mr.L3RB1,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-29,www.zone-h.org/mirror/id/34233291,
,"dinkes.serangkab.go.id/images/...
							",SeRaVo BlackHaT,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-29,www.zone-h.org/mirror/id/34251323,
,"pn-sambas.go.id/perpus/reposit...
							",SeRaVo BlackHaT,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-29,www.zone-h.org/mirror/id/33251770,
,"opac.salatigakota.go.id/slims7...
							",SeRaVo BlackHaT,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-29,www.zone-h.org/mirror/id/33251762,
,"perpus.pn-sambas.go.id/reposit...
							",SeRaVo BlackHaT,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-29,www.zone-h.org/mirror/id/33251761,
,"perpustakaan.pn-raha.go.id/rep...
							",SeRaVo BlackHaT,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-29,www.zone-h.org/mirror/id/33251716,
,"perpuspngin.pn-gianyar.go.id/r...
							",SeRaVo BlackHaT,,M,R,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-09-29,www.zone-h.org/mirror/id/33251715,
,"www.kejari-tabanan.go.id
							",Alqiyaramdana,H,M,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-09-29,www.zone-h.org/mirror/id/34251335,
,"www.kejari-parepare.go.id
							",Alqiyaramdana,H,M,,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-09-29,www.zone-h.org/mirror/id/34251334,
,"kpu-karangasemkab.go.id
							",Alqiyaramdana,H,M,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-09-29,www.zone-h.org/mirror/id/34251326,
,"www.kejari-jembrana.go.id
							",Alqiyaramdana,H,M,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-09-29,www.zone-h.org/mirror/id/34251333,
,"www.ptun-kupang.go.id
							",Alqiyaramdana,H,M,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-09-29,www.zone-h.org/mirror/id/34251338,
,"www.kejari-badung.go.id
							",Alqiyaramdana,H,M,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-09-29,www.zone-h.org/mirror/id/34251328,
,"www.kpu-tabanankab.go.id
							",Alqiyaramdana,H,M,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-09-29,www.zone-h.org/mirror/id/34251327,
,"www.pn-amlapura.go.id
							",Alqiyaramdana,H,M,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-09-29,www.zone-h.org/mirror/id/34251336,
,"www.kejari-denpasar.go.id
							",Alqiyaramdana,H,M,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-09-29,www.zone-h.org/mirror/id/34251331,
,"www.pn-denpasar.go.id
							",Alqiyaramdana,H,M,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-09-29,www.zone-h.org/mirror/id/34251337,
,"www.kejari-bone.go.id
							",Alqiyaramdana,H,M,,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-09-29,www.zone-h.org/mirror/id/34251330,
,"kejari-halut.go.id
							",Alqiyaramdana,H,M,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-09-29,www.zone-h.org/mirror/id/34251332,
,"kpu-badungkab.go.id
							",Alqiyaramdana,H,M,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-09-29,www.zone-h.org/mirror/id/34251324,
,"www.kejati-bali.go.id
							",Alqiyaramdana,H,M,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-09-29,www.zone-h.org/mirror/id/34251329,
,"kpu-denpasarkota.go.id
							",Alqiyaramdana,H,M,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-09-29,www.zone-h.org/mirror/id/34251325,
,"sipp.pt-jambi.go.id
							",ItsTeam Sec,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-29,www.zone-h.org/mirror/id/34250767,
,"perpustakaan.bphn.go.id/-.php
							",Alqiyaramdana,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-26,www.zone-h.org/mirror/id/34242204,
,"nuralihsan.bphn.go.id/-.php
							",Alqiyaramdana,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-26,www.zone-h.org/mirror/id/34242203,
,"sipp.pn-curup.go.id/ay.htm
							",D3D0T,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-26,www.zone-h.org/mirror/id/34241674,
,"pn-curup.go.id/ay.htm
							",D3D0T,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-26,www.zone-h.org/mirror/id/34241673,
,"pn-batusangkar.go.id/ay.htm
							",D3D0T,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-26,www.zone-h.org/mirror/id/34241676,
,"perpus.pn-curup.go.id/ay.htm
							",D3D0T,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-26,www.zone-h.org/mirror/id/34241675,
,"bpbd.jatengprov.go.id/wp-admin...
							",The3x,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-23,www.zone-h.org/mirror/id/34233527,
,"www.jdih.magelangkab.go.id/rea...
							",Mr.L3RB1,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-23,www.zone-h.org/mirror/id/34233311,
,"www.pn-negara.go.id/read.txt
							",Mr.L3RB1,,,R,"b'<td><img alt=""Singapore"" src=""/images/cflags/png/sg.png"" title=""Singapore""/></td>'",2020-09-22,www.zone-h.org/mirror/id/34233114,
,"zi.pn-mungkid.go.id/read.txt
							",Mr.L3RB1,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34228539,
,"sppt.pn-mungkid.go.id/read.txt
							",Mr.L3RB1,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34228538,
,"pendaftaran.pn-mungkid.go.id/r...
							",Mr.L3RB1,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34228537,
,"emediation.pn-mungkid.go.id/re...
							",Mr.L3RB1,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34228536,
,"ppid.ptun-serang.go.id/read.txt
							",Mr.L3RB1,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34225907,
,"valac.pa-klungkung.go.id/read.txt
							",Mr.L3RB1,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34225893,
,"akta.pa-klungkung.go.id/read.txt
							",Mr.L3RB1,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34225892,
,"newwebsite.pn-buntok.go.id/rea...
							",Mr.L3RB1,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34225887,
,"www.jdih.pn-langsa.go.id/read.txt
							",Mr.L3RB1,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34224692,
,"new.pn-langsa.go.id/read.txt
							",Mr.L3RB1,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34224691,
,"www.jdih.pn-batang.go.id/read.txt
							",Mr.L3RB1,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34224165,
,"online-center.pa-sragen.go.id/...
							",Mr.L3RB1,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34224161,
,"library.pa-sragen.go.id/read.txt
							",Mr.L3RB1,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34224160,
,"ecuti.pa-sragen.go.id/read.txt
							",Mr.L3RB1,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34224159,
,"e-panjar.pa-sragen.go.id/read.txt
							",Mr.L3RB1,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34224158,
,"e-cuti.pa-sragen.go.id/read.txt
							",Mr.L3RB1,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34224157,
,"tilang.pn-calang.go.id/read.txt
							",Mr.L3RB1,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34224040,
,"sippp.pn-calang.go.id/read.txt
							",Mr.L3RB1,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34224039,
,"sipp.pn-calang.go.id/read.txt
							",Mr.L3RB1,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34224038,
,"silacut.pn-calang.go.id/read.txt
							",Mr.L3RB1,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34224037,
,"siap.pn-calang.go.id/read.txt
							",Mr.L3RB1,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34224036,
,"si-elang.pn-calang.go.id/read.txt
							",Mr.L3RB1,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34224035,
,"www.jdih.pn-calang.go.id/read.txt
							",Mr.L3RB1,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34224034,
,"eskumcoba.pn-calang.go.id/read...
							",Mr.L3RB1,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34224033,
,"eskum1.pn-calang.go.id/read.txt
							",Mr.L3RB1,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34224032,
,"eskum.pn-calang.go.id/read.txt
							",Mr.L3RB1,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34224031,
,"cts.pn-calang.go.id/read.txt
							",Mr.L3RB1,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34224030,
,"blable.pn-calang.go.id/read.txt
							",Mr.L3RB1,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34224029,
,"sipp.pn-temanggung.go.id/read.txt
							",Mr.L3RB1,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34223966,
,"jadwal.pn-temanggung.go.id/rea...
							",Mr.L3RB1,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34223965,
,"ppid.perpusnas.go.id/read.txt
							",Mr.L3RB1,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/34206007,
,"e-office.kemenpppa.go.id/exz.txt
							",Mr.ToKeiChun69,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/33786495,
,"bkpsdm.luwukab.go.id/exz.txt
							",Mr.ToKeiChun69,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/33422140,
,"sipp.pn-meulaboh.go.id/changel...
							",Mr.ToKeiChun69,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/33119962,
,"esikipeg.pa-bondowoso.go.id/ex...
							",Mr.ToKeiChun69,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/32621435,
,"kantore.pa-bondowoso.go.id/exz...
							",Mr.ToKeiChun69,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/32621433,
,"arsip.pa-purwodadi.go.id/exz.txt
							",Mr.ToKeiChun69,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/32618083,
,"sipp.pa-purwodadi.go.id/exz.txt
							",Mr.ToKeiChun69,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/32618082,
,"awan.pa-purwodadi.go.id/exz.txt
							",Mr.ToKeiChun69,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/32618057,
,"silacut.pn-calang.go.id/exz.txt
							",Mr.ToKeiChun69,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/32546559,
,"eskum.pn-calang.go.id/exz.txt
							",Mr.ToKeiChun69,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/32546558,
,"eskum1.pn-calang.go.id/exz.txt
							",Mr.ToKeiChun69,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/32546557,
,"eskumcoba.pn-calang.go.id/exz.txt
							",Mr.ToKeiChun69,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/32546556,
,"cts.pn-calang.go.id/exz.txt
							",Mr.ToKeiChun69,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/32546555,
,"si-elang.pn-calang.go.id/exz.txt
							",Mr.ToKeiChun69,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/32546554,
,"sippp.pn-calang.go.id/exz.txt
							",Mr.ToKeiChun69,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/32546553,
,"siap.pn-calang.go.id/exz.txt
							",Mr.ToKeiChun69,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/32546552,
,"tilang.pn-calang.go.id/exz.txt
							",Mr.ToKeiChun69,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/32546551,
,"blable.pn-calang.go.id/exz.txt
							",Mr.ToKeiChun69,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/32546550,
,"sipp.pn-calang.go.id/exz.txt
							",Mr.ToKeiChun69,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/32546549,
,"perpus.pn-curup.go.id/exz.txt
							",Mr.ToKeiChun69,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/32546500,
,"sipp.pt-jambi.go.id/exz.txt
							",Mr.ToKeiChun69,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/32546464,
,"perpustakaan.pt-jambi.go.id/ex...
							",Mr.ToKeiChun69,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/32546463,
,"sipp.pn-manna.go.id/exz.txt
							",Mr.ToKeiChun69,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/32546461,
,"eskum.pn-stabat.go.id/exz.txt
							",Mr.ToKeiChun69,,M,,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-09-21,www.zone-h.org/mirror/id/32546454,
,"sipp.pn-stabat.go.id/exz.txt
							",Mr.ToKeiChun69,,M,,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-09-21,www.zone-h.org/mirror/id/32546453,
,"perpustakaan.pn-manna.go.id/re...
							",Mr.ToKeiChun69,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-21,www.zone-h.org/mirror/id/32546448,
,"pn-singaraja.go.id/read.htm
							",Mr.L3RB1,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-20,www.zone-h.org/mirror/id/34228520,
,"opac.pn-singaraja.go.id/read.txt
							",Mr.L3RB1,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-20,www.zone-h.org/mirror/id/34228521,
,"dinkes.boltimkab.go.id/lovv.htm
							",/Rayzky_,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-19,www.zone-h.org/mirror/id/34225680,
,"pn-batang.go.id/read.htm
							",Mr.L3RB1,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-18,www.zone-h.org/mirror/id/34224163,
,"diwul.pn-batang.go.id/read.txt
							",Mr.L3RB1,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-18,www.zone-h.org/mirror/id/34224164,
,"sipp.ptun-jakarta.go.id/read.txt
							",Mr.L3RB1,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-18,www.zone-h.org/mirror/id/34224114,
,"spnmandalawangi.banten.polri.g...
							",The3x,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-16,www.zone-h.org/mirror/id/34216176,
,"dpppa.keeromkab.go.id/ZAF5k8S.php
							",The3x,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-16,www.zone-h.org/mirror/id/34216127,
,"bpbj.sukabumikota.go.id
							",Alkantara,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-16,www.zone-h.org/mirror/id/34218605,
,"www.bkkbn.go.id
							",Phoenix Cyber Team,H,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-15,www.zone-h.org/mirror/id/34214823,
,"dprd-tasikmalayakota.go.id
							",Mr.Seuz,H,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-15,www.zone-h.org/mirror/id/34214433,
,"tolitolikab.go.id/lovv.html
							",/Rayzky_,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-14,www.zone-h.org/mirror/id/34209679,
,"e-jurnal.peraturan.go.id/index...
							",Majalengka Hackers,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-13,www.zone-h.org/mirror/id/34209563,
,"www.pn-tapaktuan.go.id/indones...
							",No_IDeNtity,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-13,www.zone-h.org/mirror/id/34209171,
,"www.ppid.muaraenimkab.go.id/to...
							",Pir4t3cyb3r,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-12,www.zone-h.org/mirror/id/34204267,
,"kayongutarakab.go.id/ngindex.php
							",GalangGans,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-11,www.zone-h.org/mirror/id/34199784,
,"sipp.pa-sengeti.go.id/indonesi...
							",No_IDeNtity,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-11,www.zone-h.org/mirror/id/34199765,
,"inspektorat.sumedangkab.go.id/...
							",rizky07,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-10,www.zone-h.org/mirror/id/34117902,
,"kolwedang.sumedangkab.go.id/q.txt
							",rizky07,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-10,www.zone-h.org/mirror/id/34117901,
,"tomokec.sumedangkab.go.id/q.txt
							",rizky07,,M,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-10,www.zone-h.org/mirror/id/34117900,
,"wbs.sumedangkab.go.id/q.txt
							",rizky07,,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-10,www.zone-h.org/mirror/id/34117899,
,"barrukab.go.id
							",Noniod7,H,,,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-10,www.zone-h.org/mirror/id/34196164,
,"www.boltimkab.go.id/loss.txt
							",/Rayzky_,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-09,www.zone-h.org/mirror/id/34179566,
,"pariwisata.tolitolikab.go.id/l...
							",/Rayzky_,,M,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-07,www.zone-h.org/mirror/id/34177362,
,"beranda.tolitolikab.go.id/lovv...
							",/Rayzky_,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-07,www.zone-h.org/mirror/id/34177363,
,"sipp.pa-pangkalpinang.go.id/pw...
							",Con7ext,,,R,"b'<td><img alt=""Indonesia"" src=""/images/cflags/png/id.png"" title=""Indonesia""/></td>'",2020-09-07,www.zone-h.org/mirror/id/34176865,
,"kotawaringinbaratkab.go.id/bar...
							",Akbar dravinky,,,R,"b'<td><img alt=""United States"" src=""/images/cflags/png/us.png"" title=""United States""/></td>'",2020-09-05,www.zone-h.org/mirror/id/34173228,
